Date;SPI;SPI_Small_Cap;SPI_Mid_Cap;SPI_Large_Cap
2012-08-24;5979.38;11617.7;6836.37;5908.04
2012-08-23;5964.87;11596.65;6857.57;5888.58
2012-08-22;5985.09;11624.96;6878.64;5908.93
2012-08-21;6024.3;11658.31;6926.36;5947.68
2012-08-20;6014.51;11661.67;6918.37;5937.37
2012-08-17;6033.32;11666.7;6928.11;5957.82
2012-08-16;6020.56;11668.44;6915.44;5944.72
2012-08-15;6011.82;11642.79;6888.03;5938.49
2012-08-14;6011.28;11662.61;6900.63;5936
2012-08-13;5975.09;11632.07;6858.73;5899.95
2012-08-10;5994.37;11675.12;6899.48;5916.45
2012-08-09;6016.03;11653.78;6925.28;5938.28
2012-08-08;5974.2;11624.6;6898.9;5893.61
2012-08-07;5972.04;11627.5;6891.76;5892.03
2012-08-06;5972.98;11594.5;6877.14;5895.38
2012-08-03;5962.98;11520.74;6821.47;5891.91
2012-08-02;5910.99;11485.89;6733.23;5843.8
2012-07-31;5915.33;11563.31;6813.85;5837.33
2012-07-30;5918.21;11466.32;6812.49;5841.74
2012-07-27;5881.58;11447.33;6769.3;5805.24
2012-07-26;5807.09;11422.88;6733.42;5723.94
2012-07-25;5723.84;11368.8;6642.79;5640.09
2012-07-24;5723.37;11402.24;6616.3;5642.79
2012-07-23;5724.19;11393.21;6594.88;5646.69
2012-07-20;5823.89;11410.99;6750.42;5741.24
2012-07-19;5860.86;11480.62;6817.28;5774.5
2012-07-18;5804.51;11407.7;6721.72;5722.65
2012-07-17;5745.61;11344.32;6666.93;5662.31
2012-07-16;5733.94;11361.64;6627.3;5653.94
2012-07-13;5723.14;11378.24;6618.73;5642.41
2012-07-12;5693.22;11387.85;6582.06;5612.57
2012-07-11;5726.35;11471.22;6675.09;5637.74
2012-07-10;5744.14;11476.44;6719.11;5652.41
2012-07-09;5714.68;11488.91;6656.16;5626.59
2012-07-06;5736.32;11466.88;6684.77;5648.03
2012-07-05;5758.66;11477.22;6744.38;5665.86
2012-07-04;5757.79;11458.1;6744.87;5664.95
2012-07-03;5751.33;11450.08;6730.1;5659.51
2012-07-02;5672.69;11390.53;6642.5;5580.65
2012-06-29;5633.27;11415.73;6600.49;5540.39
2012-06-28;5551.89;11299.19;6448.14;5467.57
2012-06-27;5564.79;11304.85;6503.68;5475.01
2012-06-26;5528.14;11331.86;6468.61;5437
2012-06-25;5522.13;11415.39;6495.55;5425.68
2012-06-22;5567.84;11467.17;6565.42;5468.82
2012-06-21;5594.09;11426.63;6630.97;5490.82
2012-06-20;5603.35;11455.29;6645.37;5499.36
2012-06-19;5609.65;11417.69;6607.2;5512.13
2012-06-18;5525.39;11352.28;6527.78;5425.71
2012-06-15;5503.45;11373.98;6501.78;5403.56
2012-06-14;5495.71;11359.68;6468.96;5399.12
2012-06-13;5532.19;11469.24;6526.34;5432.72
2012-06-12;5507.31;11360.89;6498.92;5408.54
2012-06-11;5473.79;11417.48;6532.82;5364.09
2012-06-08;5471.03;11408.86;6530.5;5361.28
2012-06-07;5476.39;11397.14;6564.25;5362.88
2012-06-06;5429.85;11375.13;6481.24;5320.46
2012-06-05;5329.89;11212.04;6363.74;5221.82
2012-06-04;5325.76;11241.28;6351.59;5218.44
2012-06-01;5386.38;11381.6;6427.46;5277.22
2012-05-31;5456.06;11463.21;6525.62;5343.97
2012-05-30;5504.52;11490.48;6563.81;5394.92
2012-05-29;5525.93;11508.09;6649.56;5407.66
2012-05-25;5477.46;11545.53;6582.74;5360.12
2012-05-24;5467.89;11620.06;6573.43;5349.56
2012-05-23;5437.51;11616.87;6554.43;5316.78
2012-05-22;5522.27;11612.82;6649.95;5402.35
2012-05-21;5437.63;11534.27;6583.52;5313.59
2012-05-18;5419.76;11532.74;6549.05;5297.6
2012-05-16;5488.88;11585.34;6642.81;5364.6
2012-05-15;5479.35;11638.59;6618.07;5356.46
2012-05-14;5495.76;11751.33;6666.45;5367.75
2012-05-11;5573.12;11862.01;6778.53;5441.25
2012-05-10;5546.97;11827.2;6747.04;5415.47
2012-05-09;5551.38;11861.97;6722.55;5423.75
2012-05-08;5588.02;11981.26;6798.16;5454.75
2012-05-07;5650.34;12046.06;6904.31;5511.96
2012-05-04;5655.48;12038.03;6863.03;5523.86
2012-05-03;5701.96;12051.76;6958.47;5564.56
2012-05-02;5708.26;12042.32;6951.95;5572.92
2012-04-30;5697.4;12000.99;6945.27;5561.57
2012-04-27;5704.19;11953.32;6910.82;5574.83
2012-04-26;5704.19;11909.91;6861.65;5582.2
2012-04-25;5717.74;11926.45;6856.76;5598.57
2012-04-24;5684.51;11884.74;6739.65;5576.69
2012-04-23;5668.91;11848.57;6693.25;5565.36
2012-04-20;5737.83;11891.95;6807.79;5629.29
2012-04-19;5709.9;11873.26;6802.29;5597.63
2012-04-18;5684.21;11855.52;6789.87;5569.54
2012-04-17;5705.36;11821.6;6808.66;5591.92
2012-04-16;5627.83;11791.7;6706.43;5516.07
2012-04-13;5595.35;11827.18;6752.41;5471.37
2012-04-12;5641;11834.45;6800.77;5517.81
2012-04-11;5578.04;11743;6695.8;5459.91
2012-04-10;5576.06;11748.65;6678.31;5460
2012-04-05;5670.32;11871.13;6797.55;5552.14
2012-04-04;5670.72;11767.47;6787.57;5555
2012-04-03;5757.13;11760.07;6922.27;5637.04
2012-04-02;5787.14;11742.16;6898.45;5675.61
2012-03-30;5715.79;11728.64;6849.67;5599.27
2012-03-29;5661.16;11681.83;6783.87;5545.18
2012-03-28;5726.65;11702.23;6844.6;5612.91
2012-03-27;5749.48;11687.82;6881.41;5634.54
2012-03-26;5760.04;11666.04;6866.08;5649.24
2012-03-23;5717.71;11634.74;6799.95;5609.39
2012-03-22;5722.78;11615.25;6772.29;5619.39
2012-03-21;5767.26;11663.91;6883.62;5655.22
2012-03-20;5774.11;11710.17;6911.48;5658.86
2012-03-19;5805.04;11732.48;6954.33;5688.74
2012-03-16;5814.1;11655.1;6936.33;5702.56
2012-03-15;5802.24;11653.61;6925.16;5690.31
2012-03-14;5773.19;11603.62;6887.31;5662.18
2012-03-13;5739.87;11583.48;6871.85;5625.67
2012-03-12;5675.81;11562.72;6801.82;5560.9
2012-03-09;5681.28;11530.4;6821.11;5564.9
2012-03-08;5646.62;11497.42;6764.95;5532.62
2012-03-07;5567.04;11428.26;6694.41;5450.31
2012-03-06;5517.53;11402.8;6645.65;5399.62
2012-03-05;5620.12;11519.87;6803.79;5496.13
2012-03-02;5622.18;11512.84;6839.95;5493.59
2012-03-01;5598.42;11470.09;6811.35;5470.28
2012-02-29;5584.32;11505.48;6809.6;5453.76
2012-02-28;5593.99;11452.02;6791.18;5468.08
2012-02-27;5610.2;11455.95;6803.79;5485.19
2012-02-24;5606.56;11426.76;6828.41;5477.81
2012-02-23;5613.33;11399.74;6786.3;5491.74
2012-02-22;5609.12;11448.42;6814.74;5482.47
2012-02-21;5648.68;11485.15;6878.16;5519.43
2012-02-20;5664.49;11465.37;6907.61;5533.96
2012-02-17;5653.57;11413.87;6837.92;5531.33
2012-02-16;5632.39;11348.65;6803.56;5512.03
2012-02-15;5622.59;11325.73;6835.21;5496.48
2012-02-14;5589.81;11324.25;6778.14;5466.19
2012-02-13;5599.85;11293.11;6781.38;5477.73
2012-02-10;5562.23;11313.7;6754.85;5437.4
2012-02-09;5594.53;11309.08;6786.64;5470.66
2012-02-08;5583.65;11323.42;6798.42;5456.24
2012-02-07;5585.07;11294.79;6805.42;5457.2
2012-02-06;5575.6;11228.95;6798.53;5447.75
2012-02-03;5579.91;11200.8;6796.55;5453.3
2012-02-02;5501.25;11142.56;6708.28;5374.45
2012-02-01;5501.24;11091.42;6678.79;5378.97
2012-01-31;5412.5;10986.19;6569.53;5291.72
2012-01-30;5404.29;11000.5;6497.83;5291.88
2012-01-27;5463.88;11009.56;6607.23;5346.12
2012-01-26;5514.98;10990.06;6617.37;5404.36
2012-01-25;5488.71;10978.28;6571.2;5380.25
2012-01-24;5539.01;10961.17;6597.15;5435.38
2012-01-23;5536.79;10962.08;6637.88;5427.19
2012-01-20;5527.64;10909.82;6588.65;5423.8
2012-01-19;5588.35;10876.3;6636.63;5488.18
2012-01-18;5516.19;10792.14;6552.16;5416.61
2012-01-17;5465.62;10775.42;6511.69;5363.48
2012-01-16;5440.51;10784.61;6466.81;5340.34
2012-01-13;5411.38;10733.42;6441.87;5310.35
2012-01-12;5427.91;10736.08;6437.43;5330.17
2012-01-11;5412.89;10690.72;6358.9;5323.92
2012-01-10;5447.56;10620.59;6378.52;5362.23
2012-01-09;5390.35;10589.55;6324.99;5303.31
2012-01-06;5411.09;10552.6;6325.81;5327.67
2012-01-05;5422.2;10557.28;6351.78;5337
2012-01-04;5456.56;10619.79;6442.01;5363.99
2012-01-03;5452.77;10639.87;6465.52;5356.16
2011-12-30;5343.52;10522.97;6306.9;5251.93
2011-12-29;5309.59;10476.14;6271.05;5217.81
2011-12-28;5304.9;10430.63;6256.69;5214.76
2011-12-27;5302.1;10397.05;6273.5;5209.51
2011-12-23;5308.95;10433.49;6283.87;5215.71
2011-12-22;5261.82;10411.74;6239.17;5167.21
2011-12-21;5227.89;10338.63;6182.85;5136.16
2011-12-20;5226.86;10362.77;6185.4;5134.38
2011-12-19;5186.61;10344.36;6080.95;5102.07
2011-12-16;5161.69;10254.24;6096.16;5071.83
2011-12-15;5200.17;10232.81;6111.37;5114.73
2011-12-14;5151.77;10280.8;6108.45;5058.34
2011-12-13;5201.85;10341.31;6236.28;5098.46
2011-12-12;5190.6;10347.68;6234.03;5085.62
2011-12-09;5239.85;10438.7;6335.77;5128.09
2011-12-08;5193.39;10372.33;6310.94;5078.06
2011-12-07;5227.52;10436.56;6402.82;5104.53
2011-12-06;5228.09;10409.46;6389.12;5107.34
2011-12-05;5211.1;10446.34;6413.74;5083.82
2011-12-02;5186.26;10376.17;6347.65;5064.67
2011-12-01;5149.44;10337.81;6280.84;5031.37
2011-11-30;5131.31;10375.89;6308.98;5006.03
2011-11-29;5016.42;10241.42;6133.61;4897.71
2011-11-28;5008.46;10215.29;6119.54;4890.63
2011-11-25;4887.84;10170.21;5940.45;4775.29
2011-11-24;4858.16;10196.32;5957.65;4738.15
2011-11-23;4880.15;10225.81;5949.16;4764.63
2011-11-22;4939.67;10273.55;6037.48;4821.3
2011-11-21;4966.04;10305.48;6075.79;4846.42
2011-11-18;5091.26;10475.36;6212.73;4971.72
2011-11-17;5122.25;10468.99;6255.27;5001.99
2011-11-16;5160.49;10492.99;6310.81;5038.64
2011-11-15;5147;10526.79;6336.56;5019.09
2011-11-14;5151.03;10563.12;6393.74;5015.58
2011-11-11;5146.15;10570.01;6427.94;5005.14
2011-11-10;5068.48;10575.14;6315.7;4930.12
2011-11-09;5105.57;10577.27;6354.32;4967.95
2011-11-08;5175.45;10621.91;6442.84;5036.69
2011-11-07;5143.34;10564.52;6413;5003.97
2011-11-04;5153.65;10598.95;6431.79;5013.07
2011-11-03;5161.72;10589.66;6455.54;5019.28
2011-11-02;5099.69;10544.39;6319.79;4966.16
2011-11-01;5077.68;10554.58;6295.01;4943.86
2011-10-31;5211.91;10698.59;6494.21;5071.33
2011-10-28;5317.48;10768.26;6592.1;5180.08
2011-10-27;5297.06;10772.31;6608.2;5154.06
2011-10-26;5178.36;10682.58;6431.23;5041.1
2011-10-25;5184.81;10672.79;6425.85;5049.44
2011-10-24;5253.56;10719.68;6474.76;5122.28
2011-10-21;5210.9;10689.01;6343.33;5090.98
2011-10-20;5122.94;10691.01;6228.5;5004.37
2011-10-19;5168.28;10762.53;6322.21;5043.58
2011-10-18;5148.34;10660.76;6290.32;5025.72
2011-10-17;5180.62;10651.5;6311.81;5060.42
2011-10-14;5214.56;10675.22;6360.03;5093.08
2011-10-13;5169.65;10603.31;6312.11;5048.07
2011-10-12;5227.36;10555.1;6360.52;5109.04
2011-10-11;5180.07;10515.04;6265.92;5067.38
2011-10-10;5169.36;10463.03;6261.95;5055.96
2011-10-07;5110.95;10430.36;6205.06;4996.12
2011-10-06;5094.71;10352.24;6148.63;4985.71
2011-10-05;4973.87;10383.3;6015.44;4863.09
2011-10-04;4914.82;10315.78;5936.4;4805.88
2011-10-03;4970.13;10451.25;6060.04;4851.97
2011-09-30;5006.46;10575.97;6110.75;4886.09
2011-09-29;5080.92;10527.53;6245.51;4954.7
2011-09-28;5035.58;10523.87;6216.22;4905.99
2011-09-27;5050.99;10565.37;6225.57;4922.24
2011-09-26;4898.05;10428.04;6014.94;4774.5
2011-09-23;4812.81;10464.93;5944.24;4684.68
2011-09-22;4809.88;10486.88;5959.38;4678.98
2011-09-21;4985.93;10597.92;6197.03;4850.18
2011-09-20;4987.19;10647.27;6216.48;4848.5
2011-09-19;4895.18;10609.9;6168.01;4748.43
2011-09-16;4981.49;10709.09;6289.49;4831.24
2011-09-15;4957.27;10653.64;6209.38;4814.06
2011-09-14;4934.46;10553.33;6126.68;4800.24
2011-09-13;4878.81;10530.48;6039.88;4748.19
2011-09-12;4832.64;10516.43;5998.29;4698.58
2011-09-09;4947.29;10742.97;6128.02;4809.93
2011-09-08;5034.15;10801.32;6246.45;4896.86
2011-09-07;5008.87;10741.37;6222.19;4872.37
2011-09-06;4880.64;10669.89;6030.17;4753.67
2011-09-05;4691.06;10665.42;5889;4555.05
2011-09-02;4889.19;10924.62;6145.21;4746.96
2011-09-01;5040.13;11035.12;6292.04;4899.19
2011-08-31;5049.37;11130.39;6383.99;4896.51
2011-08-30;4971.48;11034.94;6233.5;4826.23
2011-08-29;4963.52;10984.11;6207.72;4823.84
2011-08-26;4844.58;10813.27;6019.7;4714.59
2011-08-25;4824.77;10870.66;6020.07;4692.5
2011-08-24;4846.2;10807.33;6015.65;4719.35
2011-08-23;4752.33;10699.04;5877.76;4631.11
2011-08-22;4680.95;10665.14;5825.67;4554.46
2011-08-19;4641.39;10641.43;5792.32;4509.95
2011-08-18;4727.2;10815.4;5835.37;4600.49
2011-08-17;4931.69;11050.13;6087.16;4799.88
2011-08-16;4897.38;11031.37;6094.31;4757.46
2011-08-15;4870.52;11051.47;6177.06;4714.46
2011-08-12;4796.12;10880.07;6030.9;4650.78
2011-08-11;4597.72;10550.89;5799.12;4455.94
2011-08-10;4395.38;10566.72;5643.33;4242.76
2011-08-09;4570.98;10542.58;5812.84;4425.11
2011-08-08;4547.76;10655.66;5774.13;4398.6
2011-08-05;4742.83;11038.67;6064.77;4579.28
2011-08-04;4845.24;11309.14;6159.83;4679.5
2011-08-03;5030.26;11524.57;6425.7;4854.72
2011-08-02;5098.89;11646.96;6554.45;4911.2
2011-07-29;5315.45;11931.11;6838.9;5120.52
2011-07-28;5389.91;11961.26;6888.89;5198.48
2011-07-27;5424.28;12045.33;6956.24;5227.76
2011-07-26;5502.39;12102.78;7082.6;5303.64
2011-07-25;5517.74;12153.08;7099.07;5327.83
2011-07-22;5534.61;12194.09;7146.8;5340.61
2011-07-21;5534.54;12140.65;7104.78;5349.58
2011-07-20;5466.23;12098.75;7020.93;5282.71
2011-07-19;5403.53;12013.66;6949.43;5220.75
2011-07-18;5345.28;12034.67;6901.42;5158.51
2011-07-15;5450.53;12240;7071.88;5257.5
2011-07-14;5495.14;12361.81;7166.89;5295.49
2011-07-13;5540.46;12432.37;7243.94;5334.68
2011-07-12;5528.27;12384.2;7219.5;5325.48
2011-07-11;5560.06;12495.9;7242.8;5359.27
2011-07-08;5660.4;12712.57;7432.34;5447.53
2011-07-07;5710.28;12743.29;7470.97;5499.25
2011-07-06;5681.48;12723.26;7437.2;5471.14
2011-07-05;5740.61;12788.42;7513.45;5527.5
2011-07-04;5746.75;12795.92;7552.19;5529.95
2011-07-01;5731.47;12710.94;7484.45;5522.89
2011-06-30;5684.5;12656.15;7416.25;5477.97
2011-06-29;5605.22;12482.46;7306.94;5402.25
2011-06-28;5516.99;12444.77;7212.61;5314.47
2011-06-27;5501.55;12432.03;7167.88;5304.21
2011-06-24;5514.85;12544.61;7219.07;5310.58
2011-06-23;5510.97;12542.97;7238.17;5304.45
2011-06-22;5623.13;12665.58;7385.37;5412.78
2011-06-21;5664.03;12646.17;7389.44;5463.75
2011-06-20;5608.39;12587.42;7301.19;5413.01
2011-06-17;5644.42;12706.3;7390.24;5440.87
2011-06-16;5651.51;12673.53;7361.48;5451.94
2011-06-15;5697.99;12807.61;7474.4;5487.8
2011-06-14;5748.31;12877.1;7541.17;5538.72
2011-06-10;5706.65;12914.88;7532.78;5486.98
2011-06-09;5773.29;12991.84;7619.34;5552.29
2011-06-08;5759.01;12994.15;7594.13;5539.76
2011-06-07;5827.97;13109.6;7698.58;5605.09
2011-06-06;5864.95;13062.86;7756.1;5639.99
2011-06-03;5902.92;13163.58;7812.53;5673.04
2011-06-01;5977.84;13236.81;7874.82;5750.78
2011-05-31;6023.04;13257.01;7876.55;5802.34
2011-05-30;5951.74;13219.9;7811.48;5728.05
2011-05-27;5965.95;13221.16;7801.71;5744.45
2011-05-26;5947.06;13201.52;7769.96;5726.61
2011-05-25;5942.82;13230.43;7753.99;5722.52
2011-05-24;5939.98;13314.47;7794.82;5713.44
2011-05-23;5924.71;13251.62;7772.77;5698.86
2011-05-20;6013.29;13427.11;7919.97;5781
2011-05-19;6034.88;13421.04;7930.15;5805.2
2011-05-18;6012.85;13424.74;7891.41;5785.1
2011-05-17;5976.68;13385.33;7863.82;5749.14
2011-05-16;6042.12;13470.27;7939.6;5808.96
2011-05-13;6045.46;13463.08;7981.25;5808.17
2011-05-12;6046.77;13481.05;7994.51;5807.58
2011-05-11;6050.83;13480.45;8025.32;5807.78
2011-05-10;6021.84;13474.37;8001.23;5775.34
2011-05-09;5979.96;13402.27;7968.16;5731.74
2011-05-06;6017.89;13431.65;7981.98;5772.95
2011-05-05;5947.07;13375.73;7898.26;5704.6
2011-05-04;5966;13399.77;7940.22;5722.57
2011-05-03;6004.14;13442.34;7985.55;5758.18
2011-05-02;6019.2;13477.43;8008.59;5767.61
2011-04-29;6013.04;13476.58;7994.19;5763.22
2011-04-28;5994.01;13458.83;7975.74;5742.52
2011-04-27;5954.55;13393.89;7950.25;5702.9
2011-04-26;5959.25;13389.59;7953.83;5706.58
2011-04-21;5937.46;13378.63;7929.62;5686.05
2011-04-20;5919.5;13293.57;7857.02;5670.36
2011-04-19;5817.71;13198.76;7751.93;5566.4
2011-04-18;5748.19;13247.44;7721.82;5487.67
2011-04-15;5833.94;13266.52;7798.72;5577.61
2011-04-14;5799.7;13237.03;7791.01;5539.93
2011-04-13;5807.59;13267.7;7810.66;5545.52
2011-04-12;5794.53;13252.9;7785.73;5534.45
2011-04-11;5874.37;13272.98;7862.19;5611.57
2011-04-08;5889.89;13243.34;7889.5;5626.2
2011-04-07;5892.11;13212.56;7862.21;5632.86
2011-04-06;5876.73;13143.82;7863.33;5613.25
2011-04-05;5871.62;13151.8;7865.17;5602.14
2011-04-04;5862.34;13202.14;7877.08;5588.46
2011-04-01;5865.28;13147.64;7861.53;5592.56
2011-03-31;5791.55;13109.04;7799.69;5521.04
2011-03-30;5821.82;13071.23;7810.21;5556.54
2011-03-29;5788.64;13062.68;7800.89;5518.88
2011-03-28;5785.24;13053.21;7770.56;5522.31
2011-03-25;5775.4;13022.56;7753.07;5516.46
2011-03-24;5744.2;13007.08;7698.75;5487.77
2011-03-23;5690.02;12909.26;7647.54;5432.91
2011-03-22;5663.18;12847.29;7602.69;5407.69
2011-03-21;5659.92;12875.63;7592.01;5404.98
2011-03-18;5548.33;12710.66;7439.85;5295.69
2011-03-17;5513.89;12583.67;7328.83;5274.3
2011-03-16;5466.82;12468.22;7271.32;5228.07
2011-03-15;5542.25;12509.72;7394.39;5297.06
2011-03-14;5696.11;12815.53;7601.59;5447.66
2011-03-11;5763.76;12911.37;7649.09;5516.5
2011-03-10;5810.4;13004.06;7743.28;5560.66
2011-03-09;5855.85;13089.37;7836.32;5597.11
2011-03-08;5907.56;13153.15;7850.03;5653.2
2011-03-07;5890.47;13118.07;7834.58;5639.58
2011-03-04;5916.78;13096.73;7833.11;5669.99
2011-03-03;5964.12;13094.81;7798.45;5729.61
2011-03-02;5923.29;13055.57;7755.32;5690.17
2011-03-01;5962.11;13097.27;7786.42;5713.72
2011-02-28;5952.3;13056.49;7779.81;5705.09
2011-02-25;5889.33;12964.27;7697.8;5641.88
2011-02-24;5865.2;12896.87;7630.69;5623.57
2011-02-23;5921.66;13041.65;7707.81;5677.06
2011-02-22;5938.76;13078.03;7813.56;5676.82
2011-02-21;5991.43;13150.14;7842.15;5729.43
2011-02-18;6023.95;13194.22;7906.27;5758.05
2011-02-17;6015.67;13154.57;7897.47;5748.81
2011-02-16;6020.98;13145.72;7929.24;5753.25
2011-02-15;6008.18;13098.01;7948.66;5735.46
2011-02-14;5991.42;13047.83;7957.78;5714.17
2011-02-11;5984.07;13055.93;7908.62;5713.45
2011-02-10;5937.18;12996.75;7883.39;5667.88
2011-02-09;5957.99;13031.8;7927.79;5684.66
2011-02-08;5964.91;13009.05;7929.39;5690.68
2011-02-07;5944.37;12971.86;7927.61;5667.09
2011-02-04;5913.03;12971.5;7850.35;5644.17
2011-02-03;5878.8;12952.39;7819.85;5610.32
2011-02-02;5884.26;12993.09;7803.13;5617.83
2011-02-01;5886.51;12972.38;7822.05;5619.19
2011-01-31;5814.95;12949.61;7709.14;5553.95
2011-01-28;5854.77;12948.04;7773.18;5595.93
2011-01-27;5883.83;12922.66;7803.03;5625.28
2011-01-26;5899.17;12911.06;7759.61;5651.53
2011-01-25;5881.97;12898.58;7713;5640.68
2011-01-24;5900.09;12933.2;7691.91;5660.8
2011-01-21;5876.14;12888.87;7694.01;5629.52
2011-01-20;5833.43;12821.4;7672.21;5583.39
2011-01-19;5880.81;12836.9;7764.89;5622.96
2011-01-18;5944.79;12811.49;7822.8;5687.49
2011-01-17;5902.84;12802.17;7806.08;5638.83
2011-01-14;5888.19;12772.51;7848.19;5619.9
2011-01-13;5889.9;12734.1;7845.32;5625.37
2011-01-12;5936.84;12803.66;7915.81;5669.33
2011-01-11;5866.99;12732.35;7817.23;5601.69
2011-01-10;5783.09;12670.34;7694.39;5525.81
2011-01-07;5827.71;12697.45;7745.54;5569.8
2011-01-06;5858.48;12707.11;7801.4;5599.97
2011-01-05;5852.35;12657.54;7825.77;5588.32
2011-01-04;5844.27;12731.45;7915.59;5566.95
2011-01-03;5842.19;12624.36;7902.14;5566.58
2010-12-30;5790.62;12528.95;7834.95;5517
2010-12-29;5893.97;12560.23;7900.64;5628.96
2010-12-28;5890.85;12518.5;7875.33;5631.02
2010-12-27;5890.31;12434.83;7864.33;5630.3
2010-12-23;5920.38;12485.19;7898.76;5657.05
2010-12-22;5882.47;12443.36;7877.45;5617.85
2010-12-21;5887.61;12413.44;7902;5621.69
2010-12-20;5852.96;12380.77;7852.69;5590.04
2010-12-17;5861.4;12384.56;7828.57;5604.54
2010-12-16;5879.47;12371.84;7834.93;5628.55
2010-12-15;5873.57;12377.02;7833.51;5623.63
2010-12-14;5861.33;12330.85;7822.81;5611.12
2010-12-13;5844.66;12368.16;7840.68;5588.18
2010-12-10;5843.78;12318.9;7814.49;5588.23
2010-12-09;5859.49;12328.36;7819.51;5604.08
2010-12-08;5845.27;12262.44;7883.55;5578.79
2010-12-07;5811.45;12208.69;7860.47;5539.7
2010-12-06;5766.56;12099.76;7802.7;5496.57
2010-12-03;5784.12;12016.15;7787.71;5521.16
2010-12-02;5812.27;11967.24;7776.59;5557.62
2010-12-01;5742.99;11909.39;7625.56;5494.41
2010-11-30;5652.48;11824.64;7514.07;5411.04
2010-11-29;5719.2;11914.04;7556.85;5483.96
2010-11-26;5787.57;11879.23;7601.02;5557.73
2010-11-25;5806.37;11935.2;7628.87;5573.65
2010-11-24;5756.62;11878.9;7551.62;5528.79
2010-11-23;5708.74;11836.39;7499.07;5480.77
2010-11-22;5824.16;11832.1;7615.8;5599.8
2010-11-19;5867.72;11822.4;7623.09;5649.69
2010-11-18;5880.98;11812.69;7595.28;5669
2010-11-17;5782.23;11752.15;7506.23;5567.53
2010-11-16;5764.9;11782.47;7472.57;5551.7
2010-11-15;5835.85;11780.47;7537.83;5625.1
2010-11-12;5788.08;11762.96;7490.2;5576.36
2010-11-11;5798.37;11723.69;7507.08;5586.39
2010-11-10;5818.99;11723.92;7539;5605.96
2010-11-09;5857.1;11783.69;7594.54;5642.01
2010-11-08;5868.25;11768.83;7574.01;5657.85
2010-11-05;5857.47;11773.68;7561.44;5647.02
2010-11-04;5862.42;11794.61;7552.12;5653.8
2010-11-03;5791.91;11737.6;7476.16;5582.95
2010-11-02;5813.75;11727.19;7483.2;5607.4
2010-11-01;5783.6;11660.65;7462.94;5575.87
2010-10-29;5754.64;11681.81;7419.22;5548.01
2010-10-28;5760.5;11614.27;7395;5558.71
2010-10-27;5752.6;11556.53;7366.26;5554
2010-10-26;5756.06;11570.46;7411.67;5551.77
2010-10-25;5788.08;11586.56;7450.15;5583.5
2010-10-22;5756.44;11579.04;7411.02;5552.22
2010-10-21;5780.71;11508.8;7401.46;5582.27
2010-10-20;5746.8;11452.43;7336.71;5552.28
2010-10-19;5745.16;11469.23;7354.81;5547.79
2010-10-18;5747.43;11472.17;7385.06;5546.33
2010-10-15;5724.52;11431.76;7364.53;5522.97
2010-10-14;5725.95;11421.54;7390.67;5521.22
2010-10-13;5732.85;11419.07;7359.88;5533.36
2010-10-12;5666.21;11396.62;7297.04;5464.89
2010-10-11;5676.61;11410.36;7315.91;5474.26
2010-10-08;5654.69;11419.69;7273.21;5454.52
2010-10-07;5662.16;11386.96;7260.76;5465.17
2010-10-06;5640.84;11320.75;7238.8;5444.1
2010-10-05;5606.99;11354.66;7181.33;5412.3
2010-10-04;5554.29;11310.13;7146.01;5356.49
2010-10-01;5585.86;11309.21;7192.38;5386.81
2010-09-30;5594.62;11341.72;7187.92;5397.23
2010-09-29;5604.09;11247.25;7179.13;5410.3
2010-09-28;5619.99;11252.57;7170.21;5429.85
2010-09-27;5618.41;11282.59;7125.52;5433.72
2010-09-24;5633.12;11263.05;7114;5452.47
2010-09-23;5583.81;11214.52;7060.08;5403.12
2010-09-22;5617.94;11225.18;7087.35;5438.86
2010-09-21;5677.22;11291.82;7111.27;5503.59
2010-09-20;5706.08;11283.51;7095.14;5539.23
2010-09-17;5643.01;11196.38;7023.73;5476.69
2010-09-16;5668.42;11219.62;7016;5506.81
2010-09-15;5675.59;11183.2;7017.61;5515.25
2010-09-14;5700.46;11155.37;7027.49;5542.95
2010-09-13;5705.42;11165.65;7034.74;5547.62
2010-09-10;5697.49;11091.85;7007.23;5542.83
2010-09-09;5662.87;11068.35;6981.65;5506.47
2010-09-08;5631.91;11065.17;6959.74;5473.64
2010-09-07;5611.53;11025.15;6958.28;5450.71
2010-09-06;5661.23;11057.9;7013.72;5500.46
2010-09-03;5645.28;11038.18;6989.59;5485.43
2010-09-02;5591.68;11003.87;6958.58;5427.96
2010-09-01;5589.16;10998.28;6944.87;5426.92
2010-08-31;5465.25;10979.47;6846.07;5297.04
2010-08-30;5482.9;10939.79;6845.43;5317.91
2010-08-27;5464.65;10888.7;6833.14;5298.97
2010-08-26;5421.8;10922.37;6789.22;5254.94
2010-08-25;5392.58;10921.34;6749.01;5226.51
2010-08-24;5435.64;10990.55;6824.74;5265.55
2010-08-23;5494.92;11129.87;6908.75;5321.52
2010-08-20;5473.51;11122.52;6875.33;5301.27
2010-08-19;5554.58;11196.52;6958.75;5383.14
2010-08-18;5619.67;11192.8;6999.24;5453.01
2010-08-17;5613.93;11130.51;6974.13;5450.32
2010-08-16;5549.27;11152.71;6887.59;5386.83
2010-08-13;5556.78;11137.75;6898.08;5394.27
2010-08-12;5543.04;11130.21;6875.72;5381.43
2010-08-11;5536.86;11164.98;6906.82;5369.84
